,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,bundle_density,payment_friction_flag,overpaying_flag,unbalanced_bundle,contract_leverage,price_fatigue_index
6081,Male,0,0,0,71,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),53.95,3888.65,0,6,0,0,0,Contract Bound,0.7598591549295775
6082,Male,0,1,1,44,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),54.05,2375.2,0,6,0,0,0,Contract Bound,1.2284090909090908
6083,Male,0,1,0,68,0,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),54.1,3794.5,0,5,0,0,0,Contract Bound,0.7955882352941177
6084,Male,0,0,0,59,1,Yes,DSL,No,No,Yes,No,No,No,Two year,0,Credit card (automatic),54.15,3116.15,0,4,0,0,0,Contract Bound,0.9177966101694915
6085,Male,0,1,1,67,1,No,DSL,Yes,Yes,No,No,No,No,Two year,1,Bank transfer (automatic),54.2,3838.2,0,4,0,0,0,Contract Bound,0.808955223880597
6086,Female,0,1,1,67,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),54.2,3623.95,0,6,0,0,0,Contract Bound,0.808955223880597
6087,Female,0,1,0,72,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,54.2,3937.45,1,5,1,0,0,Contract Bound,0.7527777777777778
6088,Male,0,1,0,44,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),54.3,2390.45,0,5,0,0,0,Contract Bound,1.2340909090909091
6089,Female,0,0,0,46,1,No,DSL,No,No,Yes,Yes,No,No,Two year,0,Credit card (automatic),54.35,2460.15,1,4,0,0,0,Contract Bound,1.181521739130435
6090,Male,0,1,0,71,1,No,DSL,Yes,No,No,Yes,No,No,Two year,0,Bank transfer (automatic),54.5,3778.2,0,4,0,0,0,Contract Bound,0.7676056338028169
6091,Female,0,1,1,64,0,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,1,Electronic check,54.6,3423.5,0,5,1,0,0,Contract Bound,0.853125
6092,Male,0,1,1,66,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),54.65,3632.0,0,5,0,0,0,Contract Bound,0.828030303030303
6093,Male,0,1,1,45,1,No,DSL,Yes,No,No,Yes,No,No,Two year,0,Bank transfer (automatic),54.65,2553.7,0,4,0,0,0,Contract Bound,1.2144444444444444
6094,Male,0,0,0,16,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Mailed check,54.85,916.15,0,6,0,0,0,Contract Bound,3.428125
6095,Female,0,1,1,69,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),54.95,3772.5,0,5,0,0,0,Contract Bound,0.7963768115942029
6096,Male,0,1,1,55,1,No,DSL,No,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),55.25,3119.9,0,4,0,0,0,Contract Bound,1.0045454545454546
6097,Male,0,0,0,35,1,Yes,DSL,Yes,No,No,No,No,No,Two year,0,Mailed check,55.25,1924.1,0,4,0,0,0,Contract Bound,1.5785714285714285
6098,Male,0,1,1,72,1,Yes,DSL,Yes,No,No,No,No,No,Two year,0,Bank transfer (automatic),55.3,3983.6,0,4,0,0,0,Contract Bound,0.7680555555555555
6099,Male,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),55.45,4179.2,0,6,0,0,0,Contract Bound,0.7701388888888889
6100,Female,0,1,1,58,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),55.5,3166.9,0,5,0,0,0,Contract Bound,0.9568965517241379
6101,Female,0,0,0,48,1,No,DSL,Yes,Yes,No,No,No,No,Two year,0,Credit card (automatic),55.5,2627.35,0,4,0,0,0,Contract Bound,1.15625
6102,Male,0,0,0,30,1,No,DSL,Yes,No,Yes,No,No,No,Two year,1,Mailed check,55.65,1653.85,0,4,0,0,0,Contract Bound,1.855
6103,Female,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),55.65,3880.05,0,6,0,0,0,Contract Bound,0.7729166666666667
6105,Male,0,1,1,68,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Mailed check,56.4,3948.45,0,6,0,0,0,Contract Bound,0.8294117647058823
6106,Male,1,1,0,69,0,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,0,Credit card (automatic),56.55,3952.65,0,5,0,0,0,Contract Bound,0.8195652173913043
6107,Male,0,1,0,66,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),56.6,3789.2,0,6,0,0,0,Contract Bound,0.8575757575757575
6108,Male,0,0,0,22,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),56.75,1304.85,0,5,0,0,0,Contract Bound,2.5795454545454546
6109,Male,0,1,1,66,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),56.75,3708.4,0,5,0,0,0,Contract Bound,0.8598484848484849
6110,Female,0,1,0,55,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Mailed check,56.8,3112.05,0,5,0,0,0,Contract Bound,1.0327272727272727
6111,Male,0,1,0,57,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),57.5,3265.95,0,6,0,0,0,Contract Bound,1.0087719298245614
6112,Male,0,1,1,55,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),57.55,3046.4,1,5,0,0,0,Contract Bound,1.0463636363636364
6113,Female,0,1,0,70,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),57.8,4039.3,0,6,0,0,0,Contract Bound,0.8257142857142856
6114,Female,0,1,1,66,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Credit card (automatic),58.2,3810.8,0,5,0,0,0,Contract Bound,0.8818181818181818
6115,Female,0,1,0,71,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),58.25,4145.9,0,6,0,0,0,Contract Bound,0.8204225352112676
6116,Female,0,0,0,70,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),58.35,4214.25,0,6,0,0,0,Contract Bound,0.8335714285714286
6117,Male,0,1,0,55,1,No,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Electronic check,58.6,3068.6,0,5,1,0,0,Contract Bound,1.0654545454545454
6118,Female,0,1,1,71,0,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Mailed check,58.65,4145.25,0,6,0,0,0,Contract Bound,0.826056338028169
6119,Female,0,0,0,52,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),58.75,3038.55,0,6,0,0,0,Contract Bound,1.1298076923076923
6120,Female,0,1,0,65,1,No,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Credit card (automatic),58.9,3857.1,0,5,0,0,0,Contract Bound,0.9061538461538461
6121,Male,0,1,1,63,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Electronic check,59.0,3707.6,0,6,1,0,0,Contract Bound,0.9365079365079365
6122,Male,0,0,0,55,1,No,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Electronic check,59.2,3175.85,0,5,1,0,0,Contract Bound,1.0763636363636364
6123,Male,0,1,1,70,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),59.5,4144.8,0,6,0,0,0,Contract Bound,0.85
6124,Male,0,1,1,2,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Mailed check,59.5,130.5,0,5,0,0,0,Contract Bound,29.75
6125,Male,0,1,0,56,1,Yes,DSL,No,Yes,Yes,No,No,No,Two year,0,Credit card (automatic),59.5,3389.25,0,5,0,0,0,Contract Bound,1.0625
6126,Female,0,1,1,67,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,59.55,4103.9,0,6,1,0,0,Contract Bound,0.8888059701492537
6127,Female,0,1,0,33,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),59.55,2016.3,0,6,0,0,0,Contract Bound,1.8045454545454545
6128,Male,1,0,0,47,1,Yes,DSL,No,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),59.6,2754.0,0,5,0,0,0,Contract Bound,1.2680851063829788
6129,Female,0,0,0,65,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,59.6,3739.8,0,5,0,0,0,Contract Bound,0.916923076923077
6130,Male,0,1,1,23,1,Yes,DSL,No,Yes,No,Yes,No,No,Two year,0,Mailed check,59.7,1414.2,0,5,0,0,0,Contract Bound,2.595652173913044
6131,Female,0,1,1,71,0,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),59.7,4122.65,0,6,0,0,0,Contract Bound,0.8408450704225352
6132,Male,0,1,0,57,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Electronic check,59.75,3450.15,0,5,1,0,0,Contract Bound,1.0482456140350878
6133,Male,0,1,1,69,1,No,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Bank transfer (automatic),59.75,4069.9,0,5,0,0,0,Contract Bound,0.8659420289855072
6134,Female,0,1,1,58,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Mailed check,59.75,3624.35,0,6,0,0,0,Contract Bound,1.0301724137931034
6135,Female,0,1,1,66,1,No,DSL,Yes,No,No,No,Yes,No,Two year,1,Electronic check,59.75,3996.8,0,4,1,0,0,Contract Bound,0.9053030303030303
6136,Female,0,0,0,72,1,Yes,DSL,Yes,Yes,No,No,No,No,Two year,0,Bank transfer (automatic),59.75,4265.0,0,5,0,0,0,Contract Bound,0.8298611111111112
6137,Female,0,1,0,65,1,No,DSL,No,No,No,Yes,Yes,No,Two year,1,Credit card (automatic),59.8,3808.2,0,4,0,0,0,Contract Bound,0.9199999999999999
6138,Female,0,1,1,54,1,Yes,DSL,No,Yes,Yes,No,No,No,Two year,1,Bank transfer (automatic),59.8,3246.45,0,5,0,0,0,Contract Bound,1.1074074074074074
6139,Male,0,1,1,56,1,No,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Bank transfer (automatic),59.8,3457.45,0,5,0,0,0,Contract Bound,1.0678571428571428
6140,Female,0,1,1,60,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),59.85,3590.2,0,6,0,0,0,Contract Bound,0.9975
6141,Female,0,1,0,60,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),59.85,3483.45,0,5,0,0,0,Contract Bound,0.9975
6142,Female,1,0,0,52,1,Yes,DSL,Yes,No,Yes,No,No,No,Two year,0,Bank transfer (automatic),59.85,3103.25,0,5,0,0,0,Contract Bound,1.1509615384615386
6143,Female,0,1,0,58,1,Yes,DSL,No,Yes,No,Yes,No,No,Two year,1,Credit card (automatic),59.9,3505.1,0,5,0,0,0,Contract Bound,1.032758620689655
6144,Female,0,0,0,65,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),59.95,3921.1,0,6,0,0,0,Contract Bound,0.9223076923076924
6145,Female,0,1,1,72,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,60.0,4264.0,0,6,1,0,0,Contract Bound,0.8333333333333334
6146,Male,0,1,0,38,0,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),60.0,2193.2,0,6,0,0,0,Contract Bound,1.5789473684210527
6147,Female,0,1,1,54,1,Yes,DSL,Yes,No,No,Yes,No,No,Two year,0,Bank transfer (automatic),60.0,3273.95,0,5,0,0,0,Contract Bound,1.1111111111111112
6148,Male,0,0,0,43,1,No,DSL,No,Yes,No,No,No,Yes,Two year,1,Electronic check,60.0,2548.55,0,4,1,0,0,Contract Bound,1.3953488372093024
6149,Female,0,1,1,47,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),60.0,2768.65,0,6,0,0,0,Contract Bound,1.2765957446808511
6150,Male,0,0,0,69,0,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),60.05,4176.7,0,6,0,0,0,Contract Bound,0.8702898550724637
6151,Male,0,1,1,64,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),60.05,3845.45,0,6,0,0,0,Contract Bound,0.93828125
6152,Male,0,1,0,62,1,No,DSL,No,Yes,Yes,Yes,No,No,Two year,1,Credit card (automatic),60.15,3753.2,0,5,0,0,0,Contract Bound,0.9701612903225806
6153,Male,0,1,0,69,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),60.25,4055.5,0,6,0,0,0,Contract Bound,0.8731884057971014
6154,Female,0,1,1,68,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),60.3,4109.0,0,6,0,0,0,Contract Bound,0.8867647058823529
6155,Male,0,1,1,67,1,No,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),60.4,3953.7,0,5,0,0,0,Contract Bound,0.9014925373134328
6156,Male,0,1,1,51,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Credit card (automatic),60.5,3121.45,0,5,0,0,0,Contract Bound,1.1862745098039216
6157,Male,0,1,1,60,1,No,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Bank transfer (automatic),60.5,3694.45,0,5,0,0,0,Contract Bound,1.0083333333333333
6158,Male,0,0,0,46,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),60.75,2893.4,0,6,0,0,0,Contract Bound,1.3206521739130435
6159,Female,0,1,0,60,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),60.8,3603.45,0,6,0,1,0,Contract Bound,1.0133333333333332
6160,Male,0,1,1,72,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),60.95,4549.05,0,6,0,1,0,Contract Bound,0.8465277777777778
6161,Male,0,1,0,33,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,61.05,2018.4,0,5,0,1,0,Contract Bound,1.8499999999999999
6162,Female,0,0,0,66,1,No,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Bank transfer (automatic),61.15,4017.45,0,5,0,1,0,Contract Bound,0.9265151515151515
6163,Male,0,0,0,72,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),61.2,4390.25,0,6,0,1,0,Contract Bound,0.8500000000000001
6164,Female,0,1,1,56,1,No,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Credit card (automatic),61.3,3346.8,0,5,0,1,0,Contract Bound,1.094642857142857
6165,Female,0,0,0,66,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),61.35,4193.4,0,6,0,1,0,Contract Bound,0.9295454545454546
6166,Male,0,1,0,60,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,61.35,3766.2,0,5,0,1,0,Contract Bound,1.0225
6167,Male,0,0,0,60,1,No,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Electronic check,61.4,3638.25,0,5,1,1,0,Contract Bound,1.0233333333333332
6168,Female,0,1,0,71,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),61.4,4310.35,0,6,0,1,0,Contract Bound,0.8647887323943662
6169,Female,0,1,1,69,1,Yes,DSL,Yes,No,No,Yes,No,No,Two year,0,Credit card (automatic),61.4,4059.85,0,5,0,1,0,Contract Bound,0.889855072463768
6170,Male,0,1,1,14,1,No,DSL,Yes,Yes,No,No,No,Yes,Two year,1,Bank transfer (automatic),61.4,815.55,0,5,0,1,0,Contract Bound,4.385714285714285
6171,Female,0,1,0,69,1,No,DSL,No,Yes,No,No,No,Yes,Two year,1,Credit card (automatic),61.45,4131.2,0,4,0,1,0,Contract Bound,0.8905797101449275
6172,Male,0,0,1,37,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Credit card (automatic),61.45,2302.35,0,5,0,1,0,Contract Bound,1.6608108108108108
6173,Female,0,1,1,61,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),61.45,3751.15,0,6,0,1,0,Contract Bound,1.007377049180328
6175,Male,0,1,0,61,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,62.15,3778.85,0,6,0,1,0,Contract Bound,1.0188524590163934
6176,Female,0,0,0,66,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),62.5,4136.4,0,7,0,1,0,Contract Bound,0.946969696969697
6177,Male,0,1,1,68,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),62.65,4375.8,0,6,0,1,0,Contract Bound,0.9213235294117647
6178,Male,0,1,1,37,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),62.8,2278.75,0,6,0,1,0,Contract Bound,1.6972972972972973
6179,Male,1,1,0,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),63.1,4685.55,0,7,0,1,0,Contract Bound,0.8763888888888889
6180,Male,0,0,0,52,1,No,DSL,Yes,Yes,No,No,Yes,No,Two year,1,Credit card (automatic),63.25,3342.45,0,5,0,1,0,Contract Bound,1.2163461538461537
6181,Male,0,1,1,66,1,Yes,DSL,No,No,Yes,No,Yes,No,Two year,1,Bank transfer (automatic),63.3,4189.7,0,5,0,1,0,Contract Bound,0.959090909090909
6182,Male,0,1,1,54,1,Yes,DSL,No,No,Yes,No,No,Yes,Two year,0,Credit card (automatic),63.35,3409.1,0,5,0,1,0,Contract Bound,1.1731481481481483
6183,Female,0,0,0,6,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,63.4,348.8,0,7,0,1,0,Contract Bound,10.566666666666666
6184,Female,0,1,1,63,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Mailed check,63.55,4014.2,0,6,0,1,0,Contract Bound,1.0087301587301587
6185,Male,0,0,0,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),63.7,4464.8,0,7,0,1,0,Contract Bound,0.8847222222222223
6186,Female,0,1,1,47,1,No,DSL,No,Yes,No,Yes,No,Yes,Two year,0,Bank transfer (automatic),63.8,3007.25,0,5,0,1,0,Contract Bound,1.3574468085106381
6187,Female,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),63.8,4684.3,0,7,0,1,0,Contract Bound,0.8861111111111111
6188,Male,0,0,0,52,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),63.9,3334.95,0,7,0,1,0,Contract Bound,1.228846153846154
6189,Female,0,1,1,71,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),64.05,4492.9,0,6,0,1,0,Contract Bound,0.9021126760563379
6190,Male,1,1,0,59,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),64.05,3886.85,0,6,0,1,0,Contract Bound,1.085593220338983
6191,Female,0,1,0,68,1,No,DSL,No,Yes,No,Yes,Yes,No,Two year,0,Bank transfer (automatic),64.1,4326.25,0,5,0,1,0,Contract Bound,0.9426470588235293
6192,Female,0,1,1,69,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),64.15,4254.1,0,6,0,1,0,Contract Bound,0.9297101449275363
6193,Female,0,1,0,46,1,No,DSL,No,Yes,No,Yes,Yes,No,Two year,1,Credit card (automatic),64.2,3009.5,0,5,0,1,0,Contract Bound,1.3956521739130436
6194,Male,0,1,1,16,1,No,DSL,Yes,No,Yes,No,Yes,No,Two year,0,Mailed check,64.25,1024.0,0,5,0,1,0,Contract Bound,4.015625
6195,Female,0,0,0,68,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),64.35,4539.6,0,7,0,1,0,Contract Bound,0.9463235294117647
6196,Female,0,1,1,24,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Electronic check,64.35,1558.65,0,6,1,1,0,Contract Bound,2.68125
6197,Male,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Credit card (automatic),64.45,4720.0,0,6,0,1,0,Contract Bound,0.8951388888888889
6198,Female,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),64.45,4528.0,0,7,0,1,0,Contract Bound,0.8951388888888889
6199,Male,1,1,0,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),64.45,4641.1,0,7,0,1,0,Contract Bound,0.8951388888888889
6200,Female,0,1,0,70,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),64.55,4504.9,0,7,0,1,0,Contract Bound,0.9221428571428572
6201,Male,1,0,0,67,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Bank transfer (automatic),64.55,4250.1,0,6,0,1,0,Contract Bound,0.9634328358208955
6202,Male,0,1,0,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,64.7,4746.05,0,7,1,1,0,Contract Bound,0.8986111111111111
6203,Female,0,0,0,55,1,No,DSL,No,Yes,Yes,No,No,Yes,Two year,1,Mailed check,64.75,3617.1,0,5,0,1,0,Contract Bound,1.1772727272727272
6204,Female,0,1,0,72,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),64.75,4804.75,0,6,0,1,0,Contract Bound,0.8993055555555556
6205,Male,1,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),64.8,4732.35,0,7,0,1,0,Contract Bound,0.8999999999999999
6206,Male,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),64.8,4719.75,0,7,0,1,0,Contract Bound,0.8999999999999999
6207,Female,0,0,0,58,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Credit card (automatic),64.9,3795.45,0,6,0,1,0,Contract Bound,1.1189655172413795
6208,Male,0,1,0,70,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),64.95,4523.25,0,6,0,1,0,Contract Bound,0.9278571428571429
6209,Male,1,1,0,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),64.95,4546.0,0,7,0,1,0,Contract Bound,0.9020833333333333
6210,Female,0,0,0,47,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Mailed check,65.0,2879.9,0,6,0,1,0,Contract Bound,1.3829787234042554
6211,Male,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),65.1,4754.3,0,7,0,1,0,Contract Bound,0.9041666666666666
6212,Female,0,0,0,62,1,No,DSL,Yes,No,No,Yes,No,Yes,Two year,1,Mailed check,65.1,3846.75,0,5,0,1,0,Contract Bound,1.0499999999999998
6213,Male,0,1,0,71,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),65.15,4681.75,0,6,0,1,0,Contract Bound,0.917605633802817
6214,Female,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),65.2,4784.45,0,7,0,1,0,Contract Bound,0.9055555555555556
6215,Male,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),65.25,4478.85,0,7,0,1,0,Contract Bound,0.90625
6216,Female,0,1,0,70,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Credit card (automatic),65.3,4759.75,1,6,0,1,0,Contract Bound,0.9328571428571428
6217,Male,0,0,0,54,1,No,DSL,Yes,Yes,No,No,Yes,No,Two year,1,Bank transfer (automatic),65.3,3512.9,0,5,0,1,0,Contract Bound,1.2092592592592593
6218,Female,0,1,0,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),65.5,4919.7,0,7,0,1,0,Contract Bound,0.9097222222222222
6219,Female,0,1,0,8,1,No,DSL,Yes,No,No,Yes,No,Yes,Two year,0,Mailed check,65.5,564.35,0,5,0,1,0,Contract Bound,8.1875
6220,Male,0,0,0,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),65.55,4807.45,0,7,0,1,0,Contract Bound,0.9104166666666667
6221,Male,0,0,0,67,1,No,DSL,Yes,No,Yes,No,No,Yes,Two year,0,Bank transfer (automatic),65.55,4361.55,0,5,0,1,0,Contract Bound,0.9783582089552239
6222,Male,0,0,0,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),65.6,4566.5,0,7,0,1,0,Contract Bound,0.911111111111111
6223,Male,0,0,0,37,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),65.6,2313.8,0,6,0,1,0,Contract Bound,1.7729729729729728
6224,Female,0,1,0,67,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Mailed check,65.65,4322.85,0,6,0,1,0,Contract Bound,0.9798507462686568
6225,Male,0,1,1,54,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Credit card (automatic),65.65,3566.7,0,6,0,1,0,Contract Bound,1.2157407407407408
6226,Male,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),65.65,4664.5,0,7,0,1,0,Contract Bound,0.9118055555555556
6227,Male,0,1,0,46,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Mailed check,65.65,3047.15,0,6,0,1,0,Contract Bound,1.4271739130434784
6228,Female,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),65.7,4575.35,0,7,0,1,0,Contract Bound,0.9125000000000001
6229,Male,0,0,1,66,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),65.7,4378.9,0,6,0,1,0,Contract Bound,0.9954545454545455
6230,Male,0,1,1,66,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Mailed check,65.85,4097.05,0,6,0,1,0,Contract Bound,0.9977272727272727
